session_id,animal_id,bin_s,window_s,n_neurons,n_windows,k_real,k_real_ci_low,k_real_ci_high,k_null_trial_perm,k_null_trial_perm_ci_low,k_null_trial_perm_ci_high,k_null_bin_shuffle,k_null_bin_shuffle_ci_low,k_null_bin_shuffle_ci_high,delta_trial_perm,delta_bin_shuffle,trial_perm_pass,bin_shuffle_pass,both_pass
steinmetz_session_32,steinmetz,0.3,4.8,240,15,0.3939625509887299,0.3908113361259069,0.48506270546656405,0.3865012684594399,0.38352803837361393,0.3894744985452659,0.4044711976717046,0.3949982114885875,0.4139441838548217,0.007461282529290014,-0.010508646682974687,True,False,False
steinmetz_session_32,steinmetz,0.3,6.0,240,12,0.3932317516256425,0.3916175022952242,0.3942030235298144,0.3832849326176192,0.37969636900231873,0.38687349623291967,0.40138426872020116,0.39310274574702914,0.40966579169337325,0.0099468190080233,-0.008152517094558664,True,False,False
steinmetz_session_21,steinmetz,0.3,4.8,180,15,0.41828593329850444,0.41384020900849483,0.48381736883135473,0.3855905432598544,0.3846860582862883,0.38649502823342047,0.40340461547445755,0.3971590661715479,0.4096501647773672,0.03269539003865002,0.014881317824046891,True,True,True
steinmetz_session_21,steinmetz,0.3,6.0,180,12,0.4076362845174044,0.40647962103925117,0.4103458657781266,0.38625401658092995,0.38583612082768487,0.386671912334175,0.40405533024734114,0.39742392770694884,0.41068673278773343,0.021382267936474464,0.0035809542700632746,True,True,True
steinmetz_session_21,steinmetz,0.3,4.8,240,15,0.41184238280973995,0.40765367974258715,0.4852160964398101,0.38432010762505986,0.3817522552076972,0.38688796004242254,0.3993383354355399,0.39511610989583745,0.4035605609752424,0.02752227518468009,0.012504047374200022,True,True,True
steinmetz_session_21,steinmetz,0.3,6.0,240,12,0.4010150009106734,0.399421979768832,0.4033932145083401,0.3830801665046762,0.38270990116285764,0.38345043184649474,0.3977611087931284,0.3922696434945679,0.4032525740916889,0.01793483440599719,0.0032538921175449542,True,True,True
steinmetz_session_12,steinmetz,0.3,4.8,180,15,0.4101502238930488,0.40627316117890666,0.4852475112188285,0.38550257846164404,0.3818978135166677,0.38910734340662045,0.3946300514623492,0.39415631499469606,0.3951037879300023,0.02464764543140474,0.015520172430699586,True,True,True
steinmetz_session_12,steinmetz,0.3,6.0,180,12,0.4020563539646036,0.3993939709067835,0.40459700250755526,0.3809296346449502,0.3807797850413829,0.3810794842485176,0.394744734597717,0.3944922501742017,0.39499721902123225,0.021126719319653375,0.007311619366886624,True,True,True
steinmetz_session_12,steinmetz,0.3,4.8,240,15,0.4066990192705326,0.402848631598539,0.48610336427009204,0.3810671371274741,0.3795594238247227,0.38257485043022554,0.3914017069125827,0.3884442743599095,0.3943591394652559,0.025631882143058504,0.0152973123579499,True,True,True
steinmetz_session_12,steinmetz,0.3,6.0,240,12,0.3986160883045288,0.39677891602075743,0.40121114377917666,0.3793660292848586,0.3787958902187141,0.379936168351003,0.3918508728762708,0.3878998470962857,0.39580189865625587,0.01925005901967025,0.006765215428258031,True,True,True
steinmetz_session_4,steinmetz,0.3,4.8,180,15,0.40822064458852814,0.4050245371562969,0.4868654215044751,0.3881859428381279,0.3872376535592776,0.3891342321169783,0.39665867159290835,0.39658417746735286,0.3967331657184639,0.02003470175040023,0.011561972995619785,True,True,True
steinmetz_session_4,steinmetz,0.3,6.0,180,12,0.40020234846520963,0.3965995888003889,0.40162454788136814,0.38736186848915527,0.3860639222650033,0.38865981471330724,0.3956168765012882,0.39404267808529414,0.3971910749172823,0.012840479976054364,0.00458547196392145,True,True,True
steinmetz_session_4,steinmetz,0.3,4.8,240,15,0.39954433947507295,0.39679615161641735,0.48787954845465714,0.38400979191318396,0.3837851771728341,0.38423440665353387,0.3986172089169009,0.39817039254603576,0.399064025287766,0.01553454756188899,0.0009271305581720624,True,True,True
steinmetz_session_4,steinmetz,0.3,6.0,240,12,0.3927725418290554,0.390069479179463,0.3932490451021883,0.38102752103058957,0.3807147267470559,0.3813403153141232,0.3958402982225372,0.3935078040201708,0.39817279242490355,0.011745020798465844,-0.0030677563934817798,True,False,False
steinmetz_session_17,steinmetz,0.3,4.8,180,15,0.41227556173561797,0.4088299818013892,0.47939414631540195,0.3899003882041069,0.38890469680776374,0.39089607960045003,0.4080003385026407,0.402804452471774,0.4131962245335074,0.022375173531511083,0.004275223232977243,True,True,True
steinmetz_session_17,steinmetz,0.3,6.0,180,12,0.4024226445473109,0.4006476327485343,0.4036466256596948,0.38658175458585853,0.3858416545978645,0.38732185457385254,0.4088304667344847,0.4056377062855027,0.4120232271834667,0.015840889961452387,-0.006407822187173784,True,False,False
steinmetz_session_17,steinmetz,0.3,4.8,240,15,0.4081114076747222,0.40539989027633483,0.47947759664842815,0.38757978201558685,0.38620198656228794,0.3889575774688858,0.4016562947688327,0.3982817991207086,0.4050307904169568,0.020531625659135355,0.006455112905889515,True,True,True
steinmetz_session_17,steinmetz,0.3,6.0,240,12,0.39839061525923825,0.3969165661576173,0.3996051093959271,0.3824579312519385,0.38164330966429977,0.38327255283957723,0.3994643375665037,0.39623514598694487,0.40269352914606255,0.015932684007299747,-0.0010737223072654345,True,False,False
steinmetz_session_22,steinmetz,0.3,4.8,180,15,0.43172085670469895,0.42053837765869456,0.47155338470957187,0.39150332152152123,0.3910613648376598,0.3919452782053826,0.40875743735686615,0.40184560092081556,0.41566927379291674,0.04021753518317772,0.022963419347832803,True,True,True
steinmetz_session_22,steinmetz,0.3,6.0,180,12,0.4146006431843472,0.41263379994311944,0.4176180721574613,0.38483607632195416,0.38403594659011925,0.38563620605378907,0.4062666204745378,0.39870707928228977,0.4138261616667859,0.029764566862393038,0.008334022709809374,True,True,True
steinmetz_session_22,steinmetz,0.3,4.8,240,15,0.4257160606347972,0.4149375020433032,0.4715538669381367,0.3865247702315991,0.3864907386999197,0.3865588017632785,0.4100393088613305,0.40841432754939216,0.41166429017326883,0.03919129040319813,0.015676751773466724,True,True,True
steinmetz_session_22,steinmetz,0.3,6.0,240,12,0.40760874100346894,0.40490519247160583,0.41077087511917876,0.3789592947472632,0.37836618221304247,0.37955240728148393,0.40867379245160274,0.40779795766167415,0.40954962724153127,0.028649446256205746,-0.0010650514481337914,True,False,False
steinmetz_session_5,steinmetz,0.3,4.8,180,15,0.4235785799642926,0.4148721812452756,0.4725093322075482,0.39297821831423635,0.39276646030345197,0.39318997632502073,0.42438306471820453,0.4165605366551762,0.4322055927812329,0.03060036165005625,-0.0008044847539119271,True,False,False
steinmetz_session_5,steinmetz,0.3,6.0,180,12,0.4110380207470226,0.408796263134517,0.41561453444666385,0.389624708124955,0.38880650334166905,0.39044291290824085,0.4177926107251211,0.4056275059580769,0.42995771549216527,0.021413312622067637,-0.006754589978098469,True,False,False
steinmetz_session_5,steinmetz,0.3,4.8,240,15,0.41656832445438396,0.40854467677417816,0.47249344509957447,0.38900340155892754,0.3877641286538848,0.39024267446397026,0.409666908803158,0.40475054944435446,0.4145832681619615,0.027564922895456423,0.006901415651225984,True,True,True
steinmetz_session_5,steinmetz,0.3,6.0,240,12,0.40492450423799614,0.40122702936357013,0.4077975252269068,0.38371177064808437,0.3835109390074926,0.38391260228867613,0.4063934345053797,0.4026117383938589,0.4101751306169005,0.02121273358991177,-0.0014689302673835392,True,False,False
steinmetz_session_10,steinmetz,0.3,4.8,180,15,0.4288403798692838,0.4184869933204265,0.47405796053274135,0.39290954399151157,0.3928760441919368,0.3929430437910863,0.41691153844927376,0.4023058637394528,0.43151721315909464,0.03593083587777224,0.01192884142001005,True,True,True
